,Area,longitude,latitude,Item,Element,Unit,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
33735,Malta,14.375416,35.937496,"Cereals, Total",Production,tonnes,12180.0,12759.0,14587.0,0.0,0.0,0.0
34124,Mauritania,-10.940835,21.00789,"Cereals, Total",Yield,hg/ha,12659.0,11545.0,18490.0,15080.0,18227.0,15538.0
34125,Mauritania,-10.940835,21.00789,"Cereals, Total",Production,tonnes,315852.0,308605.0,372303.0,434503.0,479831.0,486125.0
34357,Mauritius,57.552152,-20.348404,"Cereals, Total",Yield,hg/ha,26959.0,34550.0,52348.0,52727.0,68800.0,90471.0
34358,Mauritius,57.552152,-20.348404,"Cereals, Total",Production,tonnes,1108.0,767.0,602.0,406.0,516.0,769.0
34855,Mexico,-102.552784,23.634501,"Cereals, Total",Yield,hg/ha,34701.0,37488.0,37997.0,38263.0,39924.0,38065.0
34856,Mexico,-102.552784,23.634501,"Cereals, Total",Production,tonnes,34704514.0,38464937.0,37487836.0,36068400.0,36164102.0,36375198.0
35166,Mongolia,103.846656,46.862496,"Cereals, Total",Yield,hg/ha,5747.0,12796.0,8437.0,13796.0,12719.0,12186.0
35167,Mongolia,103.846656,46.862496,"Cereals, Total",Production,tonnes,219068.0,483453.0,238102.0,453850.0,433306.0,430318.0
35381,Montenegro,19.37439,42.708678,"Cereals, Total",Yield,hg/ha,31465.0,32621.0,32875.0,33122.0,32064.0,33384.0
35382,Montenegro,19.37439,42.708678,"Cereals, Total",Production,tonnes,6658.0,7020.0,7216.0,7300.0,6990.0,7094.0
35828,Morocco,-7.09262,31.791702,"Cereals, Total",Yield,hg/ha,21407.0,9360.0,17576.0,22636.0,14541.0,7429.0
35829,Morocco,-7.09262,31.791702,"Cereals, Total",Production,tonnes,11687923.0,3560829.0,9786680.0,10388498.0,5314207.0,3303527.0
36087,Mozambique,35.529562,-18.665695,"Cereals, Total",Yield,hg/ha,7331.0,6508.0,6619.0,7892.0,8244.0,6721.0
36088,Mozambique,35.529562,-18.665695,"Cereals, Total",Production,tonnes,1503910.0,1503088.0,1510100.0,1775517.0,1848259.0,1948665.0
36385,Myanmar,95.956223,21.913965,"Cereals, Total",Yield,hg/ha,36572.0,36068.0,36435.0,37071.0,36605.0,36459.0
36386,Myanmar,95.956223,21.913965,"Cereals, Total",Production,tonnes,28634816.0,28109553.0,29010461.0,30021245.0,28682554.0,27552568.0
36578,Namibia,18.49041,-22.95764,"Cereals, Total",Yield,hg/ha,3707.0,2615.0,4263.0,5025.0,5690.0,3197.0
36579,Namibia,18.49041,-22.95764,"Cereals, Total",Production,tonnes,113530.0,74368.0,137559.0,152898.0,70800.0,174280.0
36662,Nauru,166.931503,-0.522778,"Cereals, Total",Production,tonnes,,,1.0,1.0,0.0,0.0
36949,Nepal,84.124008,28.394857,"Cereals, Total",Yield,hg/ha,27439.0,26054.0,27957.0,29320.0,30936.0,31963.0
36950,Nepal,84.124008,28.394857,"Cereals, Total",Production,tonnes,9266240.0,8614284.0,9758892.0,10053739.0,10625158.0,10935665.0
37315,Netherlands,5.291266,52.132633,"Cereals, Total",Yield,hg/ha,87528.0,77769.0,87945.0,79051.0,86542.0,79199.0
37316,Netherlands,5.291266,52.132633,"Cereals, Total",Production,tonnes,1671654.0,1355219.0,1392686.0,1315250.0,1541910.0,1364440.0
37482,New Caledonia,165.618042,-20.904305,"Cereals, Total",Yield,hg/ha,45411.0,57137.0,74006.0,82995.0,74530.0,84799.0
37483,New Caledonia,165.618042,-20.904305,"Cereals, Total",Production,tonnes,7075.0,8782.0,9606.0,10308.0,8951.0,10125.0
37825,New Zealand,174.885971,-40.900557,"Cereals, Total",Yield,hg/ha,80266.0,83838.0,84644.0,80642.0,81942.0,90292.0
37826,New Zealand,174.885971,-40.900557,"Cereals, Total",Production,tonnes,1114618.0,1096490.0,936994.0,977780.0,1017354.0,1018761.0
38058,Nicaragua,-85.207229,12.865416,"Cereals, Total",Yield,hg/ha,19404.0,19337.0,21041.0,22818.0,22488.0,22237.0
38059,Nicaragua,-85.207229,12.865416,"Cereals, Total",Production,tonnes,747920.0,933034.0,909046.0,893458.0,925610.0,905198.0
38341,Niger,8.081666,17.607789,"Cereals, Total",Yield,hg/ha,5513.0,5365.0,5419.0,5547.0,5015.0,5602.0
38342,Niger,8.081666,17.607789,"Cereals, Total",Production,tonnes,5464509.0,5852503.0,5899751.0,6100232.0,5339062.0,5878468.0
38607,Nigeria,8.675277,9.081999,"Cereals, Total",Yield,hg/ha,14452.0,14409.0,13403.0,13876.0,14422.0,14200.0
38608,Nigeria,8.675277,9.081999,"Cereals, Total",Production,tonnes,25451761.0,28364429.0,26835649.0,28465111.0,29943308.0,28672504.0
39280,Norway,8.468946,60.472024,"Cereals, Total",Yield,hg/ha,48030.0,46516.0,45614.0,26562.0,48323.0,41963.0
39281,Norway,8.468946,60.472024,"Cereals, Total",Production,tonnes,1357900.0,1326000.0,1307300.0,743100.0,1323700.0,1239000.0
39476,Oman,55.923255,21.512583,"Cereals, Total",Yield,hg/ha,139834.0,129276.0,129465.0,132144.0,132417.0,186241.0
39477,Oman,55.923255,21.512583,"Cereals, Total",Production,tonnes,78950.0,63203.0,63412.0,64777.0,65414.0,182051.0
39857,Pakistan,69.345116,30.375321,"Cereals, Total",Yield,hg/ha,29424.0,30207.0,31804.0,28872.0,28938.0,30208.0
39858,Pakistan,69.345116,30.375321,"Cereals, Total",Production,tonnes,41081682.0,42555022.0,44299995.0,39658364.0,40205238.0,42540915.0
40171,Palestine,35.233154,31.952162,"Cereals, Total",Yield,hg/ha,21104.0,24491.0,21551.0,21546.0,21907.0,22233.0
40172,Palestine,35.233154,31.952162,"Cereals, Total",Production,tonnes,50142.0,57727.0,51066.0,50162.0,50668.0,50655.0
40392,Panama,-80.782127,8.537981,"Cereals, Total",Yield,hg/ha,24375.0,29925.0,29554.0,32272.0,32969.0,33742.0
40393,Panama,-80.782127,8.537981,"Cereals, Total",Production,tonnes,388183.0,450357.0,433472.0,479139.0,497774.0,529715.0
40620,Papua New Guinea,143.95555,-6.314993,"Cereals, Total",Yield,hg/ha,47481.0,46439.0,46576.0,47221.0,46882.0,46732.0
40621,Papua New Guinea,143.95555,-6.314993,"Cereals, Total",Production,tonnes,18190.0,17944.0,17983.0,18048.0,17998.0,18015.0
40918,Paraguay,-58.443832,-23.442503,"Cereals, Total",Yield,hg/ha,41489.0,44255.0,44465.0,42257.0,46011.0,47065.0
40919,Paraguay,-58.443832,-23.442503,"Cereals, Total",Production,tonnes,7090736.0,7262200.0,7207780.0,7069529.0,8112030.0,8433186.0
41354,Peru,-75.015152,-9.189967,"Cereals, Total",Yield,hg/ha,42422.0,41873.0,42164.0,45311.0,43700.0,45629.0
41355,Peru,-75.015152,-9.189967,"Cereals, Total",Production,tonnes,5469457.0,5179379.0,5140742.0,5654850.0,5284025.0,5406607.0
41726,Philippines,121.774017,12.879721,"Cereals, Total",Yield,hg/ha,35561.0,35290.0,36923.0,36705.0,37379.0,37694.0
41727,Philippines,121.774017,12.879721,"Cereals, Total",Production,tonnes,25669247.0,24846678.0,27191819.0,26838577.0,26794251.0,27413963.0
42142,Poland,19.145136,51.919438,"Cereals, Total",Yield,hg/ha,37278.0,40335.0,41996.0,33667.0,36053.0,47048.0
42143,Poland,19.145136,51.919438,"Cereals, Total",Production,tonnes,28002726.0,29849223.0,31924964.0,26281580.0,28450920.0,34865080.0
42586,Portugal,-8.224454,39.399872,"Cereals, Total",Yield,hg/ha,46069.0,44224.0,47597.0,48090.0,51440.0,48493.0
42587,Portugal,-8.224454,39.399872,"Cereals, Total",Production,tonnes,1240203.0,1138085.0,1125906.0,1114440.0,1163890.0,1056070.0
42820,Puerto Rico,-66.590149,18.220833,"Cereals, Total",Yield,hg/ha,30000.0,28302.0,21667.0,25658.0,25079.0,26212.0
42821,Puerto Rico,-66.590149,18.220833,"Cereals, Total",Production,tonnes,306.0,150.0,130.0,195.0,158.0,173.0
43012,Qatar,51.183884,25.354826,"Cereals, Total",Yield,hg/ha,58474.0,46837.0,49964.0,87094.0,65649.0,84252.0
43013,Qatar,51.183884,25.354826,"Cereals, Total",Production,tonnes,1801.0,1377.0,1374.0,2308.0,1011.0,1803.0
43350,South Korea,127.766922,35.907757,"Cereals, Total",Yield,hg/ha,68149.0,67927.0,66783.0,66075.0,65384.0,62118.0
43351,South Korea,127.766922,35.907757,"Cereals, Total",Production,tonnes,5976258.0,5831046.0,5487932.0,5418632.0,5272879.0,4945284.0
43666,Moldova,28.369885,47.411631,"Cereals, Total",Yield,hg/ha,23709.0,31973.0,36519.0,36832.0,38590.0,18936.0
43667,Moldova,28.369885,47.411631,"Cereals, Total",Production,tonnes,2183323.0,2954175.0,3285836.0,3421119.0,3498682.0,1478349.0
44378,Romania,24.96676,45.943161,"Cereals, Total",Yield,hg/ha,35439.0,39713.0,52277.0,59972.0,54575.0,34527.0
44379,Romania,24.96676,45.943161,"Cereals, Total",Production,tonnes,19332821.0,21764816.0,27138884.0,31552790.0,30411970.0,19373760.0
44767,Russia,105.318756,61.52401,"Cereals, Total",Yield,hg/ha,23917.0,26508.0,29672.0,26161.0,27141.0,29056.0
44768,Russia,105.318756,61.52401,"Cereals, Total",Production,tonnes,102444492.0,117753222.0,131294322.0,109838123.0,117876704.0,130037708.0
45031,Rwanda,29.873888,-1.940278,"Cereals, Total",Yield,hg/ha,14458.0,14640.0,12852.0,14338.0,14464.0,14592.0
45032,Rwanda,29.873888,-1.940278,"Cereals, Total",Production,tonnes,613825.0,663617.0,634848.0,711287.0,733170.0,753504.0
45386,Saint Lucia,-60.978893,13.909444,"Cereals, Total",Yield,hg/ha,,,,,,
45387,Saint Lucia,-60.978893,13.909444,"Cereals, Total",Production,tonnes,,,,,,
45584,Saint Vincent and the Grenadines,-61.287228,12.984305,"Cereals, Total",Yield,hg/ha,242188.0,247429.0,282250.0,278378.0,281250.0,292414.0
45585,Saint Vincent and the Grenadines,-61.287228,12.984305,"Cereals, Total",Production,tonnes,775.0,866.0,1129.0,1030.0,900.0,848.0
46107,Saudi Arabia,45.079162,23.885942,"Cereals, Total",Yield,hg/ha,55828.0,54409.0,56335.0,49002.0,49078.0,48604.0
46108,Saudi Arabia,45.079162,23.885942,"Cereals, Total",Production,tonnes,1616813.0,1507153.0,1493943.0,1280769.0,1262801.0,1180993.0
46388,Senegal,-14.452362,14.497401,"Cereals, Total",Yield,hg/ha,13761.0,15732.0,14762.0,16443.0,16013.0,18216.0
46389,Senegal,-14.452362,14.497401,"Cereals, Total",Production,tonnes,2152246.0,1786622.0,2516465.0,2889218.0,2768798.0,3640545.0
46707,Serbia,21.005859,44.016521,"Cereals, Total",Yield,hg/ha,47873.0,61659.0,39675.0,61316.0,61272.0,65601.0
46708,Serbia,21.005859,44.016521,"Cereals, Total",Production,tonnes,8458145.0,10893437.0,6818156.0,10552897.0,10461255.0,11472036.0
47371,Sierra Leone,-11.779889,8.460555,"Cereals, Total",Yield,hg/ha,13397.0,10923.0,11408.0,8118.0,15193.0,16317.0
47372,Sierra Leone,-11.779889,8.460555,"Cereals, Total",Production,tonnes,987060.0,984599.0,1025442.0,1038738.0,1084057.0,1170307.0
47958,Slovakia,19.699024,48.669026,"Cereals, Total",Yield,hg/ha,50796.0,64304.0,48560.0,54097.0,53360.0,61298.0
47959,Slovakia,19.699024,48.669026,"Cereals, Total",Production,tonnes,3805712.0,4847544.0,3484061.0,4020160.0,4104050.0,4580900.0
48354,Slovenia,14.995463,46.151241,"Cereals, Total",Yield,hg/ha,62839.0,64646.0,55400.0,60719.0,65031.0,73927.0
48355,Slovenia,14.995463,46.151241,"Cereals, Total",Production,tonnes,628408.0,642479.0,551216.0,597050.0,642250.0,749470.0
48489,Solomon Is.,160.156194,-9.64571,"Cereals, Total",Yield,hg/ha,18792.0,19364.0,19102.0,19046.0,19174.0,19142.0
48490,Solomon Is.,160.156194,-9.64571,"Cereals, Total",Production,tonnes,2738.0,2740.0,2743.0,2735.0,2740.0,2745.0
48679,Somalia,46.199616,5.152149,"Cereals, Total",Yield,hg/ha,5938.0,5074.0,5070.0,7092.0,5208.0,5003.0
48680,Somalia,46.199616,5.152149,"Cereals, Total",Production,tonnes,265481.0,142414.0,174691.0,234527.0,184325.0,177226.0
49043,South Africa,22.937506,-30.559482,"Cereals, Total",Yield,hg/ha,35416.0,38212.0,57020.0,49388.0,43166.0,54072.0
49044,South Africa,22.937506,-30.559482,"Cereals, Total",Production,tonnes,11908002.0,10193885.0,18860592.0,14971803.0,13323672.0,18237226.0
49804,Spain,-3.74922,40.463667,"Cereals, Total",Yield,hg/ha,32431.0,38778.0,27702.0,42055.0,34455.0,45015.0
49805,Spain,-3.74922,40.463667,"Cereals, Total",Production,tonnes,20149310.0,24056790.0,16653669.0,25348920.0,20589030.0,27320900.0
50093,Sri Lanka,80.771797,7.873054,"Cereals, Total",Yield,hg/ha,38493.0,38453.0,30546.0,37771.0,47374.0,47468.0
50094,Sri Lanka,80.771797,7.873054,"Cereals, Total",Production,tonnes,5051181.0,4672771.0,2579086.0,4200098.0,4837907.0,5434887.0
50366,Sudan,30.217636,12.862807,"Cereals, Total",Yield,hg/ha,5699.0,6848.0,6038.0,7306.0,5529.0,4459.0
50367,Sudan,30.217636,12.862807,"Cereals, Total",Production,tonnes,4088600.0,8509000.0,5546184.0,8860000.0,5630000.0,3821458.0
50860,Suriname,-56.027783,3.919305,"Cereals, Total",Yield,hg/ha,45296.0,44330.0,48790.0,48684.0,45553.0,46376.0
50861,Suriname,-56.027783,3.919305,"Cereals, Total",Production,tonnes,268529.0,278166.0,289517.0,274001.0,274408.0,285858.0
51193,Sweden,18.643501,60.128161,"Cereals, Total",Yield,hg/ha,60536.0,54382.0,59923.0,35355.0,62921.0,59944.0
51194,Sweden,18.643501,60.128161,"Cereals, Total",Production,tonnes,6162400.0,5447300.0,5949600.0,3260100.0,6147700.0,5954500.0
51531,Switzerland,8.227512,46.818188,"Cereals, Total",Yield,hg/ha,64319.0,51546.0,68002.0,63323.0,65981.0,69869.0
51532,Switzerland,8.227512,46.818188,"Cereals, Total",Production,tonnes,909943.0,743880.0,976614.0,895098.0,929844.0,1007794.0
51927,Syria,38.996815,34.802075,"Cereals, Total",Yield,hg/ha,12774.0,11772.0,12334.0,7500.0,22038.0,18324.0
51928,Syria,38.996815,34.802075,"Cereals, Total",Production,tonnes,3975474.0,3028655.0,2934172.0,1733868.0,6356573.0,5322612.0
52188,Tajikistan,71.276093,38.861034,"Cereals, Total",Yield,hg/ha,32610.0,33487.0,34595.0,34044.0,36367.0,35005.0
52189,Tajikistan,71.276093,38.861034,"Cereals, Total",Production,tonnes,1324045.0,1367078.0,1365515.0,1218840.0,1336388.0,1280841.0
52565,Thailand,100.992541,15.870032,"Cereals, Total",Yield,hg/ha,29587.0,30588.0,31723.0,31520.0,30217.0,30157.0
52566,Thailand,100.992541,15.870032,"Cereals, Total",Production,tonnes,32890605.0,36677357.0,38175650.0,37867955.0,33610006.0,35507800.0
52780,Timor-Leste,125.727539,-8.874217,"Cereals, Total",Yield,hg/ha,25957.0,25679.0,26598.0,26925.0,28372.0,28700.0
52781,Timor-Leste,125.727539,-8.874217,"Cereals, Total",Production,tonnes,213902.0,156565.0,141105.0,145970.0,156000.0,144000.0
53014,Togo,0.824782,8.619543,"Cereals, Total",Yield,hg/ha,12362.0,11308.0,11372.0,11452.0,11430.0,11723.0
53015,Togo,0.824782,8.619543,"Cereals, Total",Production,tonnes,1249728.0,1263762.0,1301069.0,1339107.0,1372361.0,1357456.0
53459,Trinidad and Tobago,-61.222503,10.691803,"Cereals, Total",Yield,hg/ha,11104.0,14445.0,16237.0,15349.0,11150.0,11468.0
53460,Trinidad and Tobago,-61.222503,10.691803,"Cereals, Total",Production,tonnes,5440.0,5534.0,5665.0,4921.0,5575.0,5734.0
53839,Tunisia,9.537499,33.886917,"Cereals, Total",Yield,hg/ha,11027.0,15412.0,13059.0,12255.0,19501.0,13271.0
53840,Tunisia,9.537499,33.886917,"Cereals, Total",Production,tonnes,1339798.0,1324695.0,1637768.0,1444244.0,2426801.0,1564798.0
54328,Turkey,35.243322,38.963745,"Cereals, Total",Yield,hg/ha,33078.0,31054.0,32574.0,31639.0,32008.0,33415.0
54329,Turkey,35.243322,38.963745,"Cereals, Total",Production,tonnes,38632438.0,35276615.0,36126157.0,34395628.0,34398698.0,37184688.0
54538,Turkmenistan,59.556278,38.969719,"Cereals, Total",Yield,hg/ha,12086.0,14189.0,10851.0,12668.0,15701.0,15280.0
54539,Turkmenistan,59.556278,38.969719,"Cereals, Total",Production,tonnes,1617000.0,1800000.0,1193502.0,1189149.0,1690057.0,1533057.0
54829,Uganda,32.290275,1.373333,"Cereals, Total",Yield,hg/ha,20868.0,21342.0,22517.0,22878.0,23607.0,22429.0
54830,Uganda,32.290275,1.373333,"Cereals, Total",Production,tonnes,3720394.0,3278888.0,3412916.0,4075377.0,4274000.0,3436305.0
55239,Ukraine,31.16558,48.379433,"Cereals, Total",Yield,hg/ha,41409.0,46516.0,43158.0,48522.0,49805.0,42959.0
55240,Ukraine,31.16558,48.379433,"Cereals, Total",Production,tonnes,59627180.0,65217850.0,60686540.0,69110544.0,74442198.0,64342357.0
55449,United Arab Emirates,53.847818,23.424076,"Cereals, Total",Yield,hg/ha,351905.0,334525.0,307774.0,208418.0,238318.0,260228.0
55450,United Arab Emirates,53.847818,23.424076,"Cereals, Total",Production,tonnes,3695.0,5988.0,17143.0,8170.0,26072.0,15978.0
55715,United Kingdom,-3.435973,55.378051,"Cereals, Total",Yield,hg/ha,79809.0,70226.0,72290.0,67887.0,79460.0,62410.0
55716,United Kingdom,-3.435973,55.378051,"Cereals, Total",Production,tonnes,24734564.0,21964131.0,23000066.0,21084346.0,25517303.0,18961989.0
56057,Tanzania,34.888822,-6.369028,"Cereals, Total",Yield,hg/ha,14494.0,15704.0,16920.0,19389.0,18838.0,18094.0
56058,Tanzania,34.888822,-6.369028,"Cereals, Total",Production,tonnes,9011918.0,9597278.0,10346519.0,10826645.0,10404922.0,12492601.0
56505,United States of America,-95.712891,37.09024,"Cereals, Total",Yield,hg/ha,74301.0,86142.0,82812.0,81961.0,80056.0,81750.0
56506,United States of America,-95.712891,37.09024,"Cereals, Total",Production,tonnes,431870371.0,503466147.0,440272862.0,439711070.0,420873484.0,434875197.0
56794,Uruguay,-55.765835,-32.522779,"Cereals, Total",Yield,hg/ha,41429.0,47667.0,50562.0,39404.0,53285.0,49627.0
56795,Uruguay,-55.765835,-32.522779,"Cereals, Total",Production,tonnes,3599919.0,3621182.0,3565191.0,2513346.0,3564871.0,3503020.0
57556,Uzbekistan,64.585262,41.377491,"Cereals, Total",Yield,hg/ha,48517.0,48569.0,43323.0,41542.0,46108.0,45557.0
57557,Uzbekistan,64.585262,41.377491,"Cereals, Total",Production,tonnes,8014002.0,8079775.0,7032268.0,6189407.0,6995666.0,7121545.0
57686,Vanuatu,166.959158,-15.376706,"Cereals, Total",Yield,hg/ha,6011.0,6018.0,6121.0,6161.0,6201.0,6241.0
57687,Vanuatu,166.959158,-15.376706,"Cereals, Total",Production,tonnes,874.0,887.0,909.0,918.0,927.0,938.0
57992,Venezuela,-66.58973,6.42375,"Cereals, Total",Yield,hg/ha,35057.0,34582.0,31227.0,40383.0,32672.0,34738.0
57993,Venezuela,-66.58973,6.42375,"Cereals, Total",Production,tonnes,2294532.0,2085076.0,1915874.0,2521022.0,2122842.0,2016380.0
58256,Vietnam,108.277199,14.058324,"Cereals, Total",Yield,hg/ha,56012.0,54410.0,54344.0,56854.0,57158.0,57966.0
58257,Vietnam,108.277199,14.058324,"Cereals, Total",Production,tonnes,50379410.0,48359870.0,47877218.0,48923674.0,48231532.0,47320537.0
58557,Yemen,48.516388,15.552727,"Cereals, Total",Yield,hg/ha,7842.0,6870.0,6990.0,6828.0,8649.0,8339.0
58558,Yemen,48.516388,15.552727,"Cereals, Total",Production,tonnes,459246.0,357068.0,358355.0,344648.0,456714.0,447496.0
59141,Zambia,27.849332,-13.133897,"Cereals, Total",Yield,hg/ha,30264.0,24322.0,24899.0,21682.0,23977.0,24796.0
59142,Zambia,27.849332,-13.133897,"Cereals, Total",Production,tonnes,2900164.0,3110868.0,3895117.0,2602943.0,2223127.0,3685484.0
59511,Zimbabwe,29.154857,-19.015438,"Cereals, Total",Yield,hg/ha,5575.0,4351.0,12027.0,12422.0,11737.0,10752.0
59512,Zimbabwe,29.154857,-19.015438,"Cereals, Total",Production,tonnes,800286.0,676748.0,1748001.0,1777331.0,665633.0,1598038.0
